	pathway_name	annotation	interaction_name_2	ligand	receptor
TGFB2_ACVR1B	TGFb	Secreted Signaling	TGFB2 - ACVR1B	TGFB2	ACVR1B
TGFB3_ACVR1B	TGFb	Secreted Signaling	TGFB3 - ACVR1B	TGFB3	ACVR1B
TGFB1_ACVR1	TGFb	Secreted Signaling	TGFB1 - ACVR1	TGFB1	ACVR1
TGFB2_ACVR1	TGFb	Secreted Signaling	TGFB2 - ACVR1	TGFB2	ACVR1
TGFB3_ACVR1	TGFb	Secreted Signaling	TGFB3 - ACVR1	TGFB3	ACVR1
BMP2_BMPR1A	BMP	Secreted Signaling	BMP2 - BMPR1A	BMP2	BMPR1A
BMP2_ACVR2A	BMP	Secreted Signaling	BMP2 - ACVR2A	BMP2	ACVR2A
BMP2_ACVR2B	BMP	Secreted Signaling	BMP2 - ACVR2B	BMP2	ACVR2B
BMP2_BMPR2	BMP	Secreted Signaling	BMP2 - BMPR2	BMP2	BMPR2
BMP4_BMPR1A	BMP	Secreted Signaling	BMP4 - BMPR1A	BMP4	BMPR1A
BMP4_ACVR2A	BMP	Secreted Signaling	BMP4 - ACVR2A	BMP4	ACVR2A
BMP4_ACVR2B	BMP	Secreted Signaling	BMP4 - ACVR2B	BMP4	ACVR2B
BMP4_BMPR2	BMP	Secreted Signaling	BMP4 - BMPR2	BMP4	BMPR2
BMP5_ACVR1	BMP	Secreted Signaling	BMP5 - ACVR1	BMP5	ACVR1
BMP5_ACVR2A	BMP	Secreted Signaling	BMP5 - ACVR2A	BMP5	ACVR2A
BMP5_ACVR2B	BMP	Secreted Signaling	BMP5 - ACVR2B	BMP5	ACVR2B
BMP5_BMPR2	BMP	Secreted Signaling	BMP5 - BMPR2	BMP5	BMPR2
BMP5_BMPR1A	BMP	Secreted Signaling	BMP5 - BMPR1A	BMP5	BMPR1A
BMP7_ACVR1	BMP	Secreted Signaling	BMP7 - ACVR1	BMP7	ACVR1
BMP7_ACVR2A	BMP	Secreted Signaling	BMP7 - ACVR2A	BMP7	ACVR2A
BMP7_ACVR2B	BMP	Secreted Signaling	BMP7 - ACVR2B	BMP7	ACVR2B
BMP7_BMPR2	BMP	Secreted Signaling	BMP7 - BMPR2	BMP7	BMPR2
BMP7_BMPR1A	BMP	Secreted Signaling	BMP7 - BMPR1A	BMP7	BMPR1A
BMP8B_ACVR1	BMP	Secreted Signaling	BMP8B - ACVR1	BMP8B	ACVR1
BMP8B_ACVR2A	BMP	Secreted Signaling	BMP8B - ACVR2A	BMP8B	ACVR2A
BMP8B_ACVR2B	BMP	Secreted Signaling	BMP8B - ACVR2B	BMP8B	ACVR2B
BMP8B_BMPR2	BMP	Secreted Signaling	BMP8B - BMPR2	BMP8B	BMPR2
BMP8B_BMPR1A	BMP	Secreted Signaling	BMP8B - BMPR1A	BMP8B	BMPR1A
GDF10_ACVR1B	GDF	Secreted Signaling	GDF10 - ACVR1B	GDF10	ACVR1B
GDF10_ACVR2A	GDF	Secreted Signaling	GDF10 - ACVR2A	GDF10	ACVR2A
GDF11_TGFBR1	GDF	Secreted Signaling	GDF11 - TGFBR1	GDF11	TGFBR1
GDF11_ACVR2A	GDF	Secreted Signaling	GDF11 - ACVR2A	GDF11	ACVR2A
GDF11_ACVR2B	GDF	Secreted Signaling	GDF11 - ACVR2B	GDF11	ACVR2B
GDF11_ACVR1B	GDF	Secreted Signaling	GDF11 - ACVR1B	GDF11	ACVR1B
AMH_ACVR1	AMH	Secreted Signaling	AMH - ACVR1	AMH	ACVR1
AMH_BMPR1A	AMH	Secreted Signaling	AMH - BMPR1A	AMH	BMPR1A
INHBA_ACVR1B	ACTIVIN	Secreted Signaling	INHBA - ACVR1B	INHBA	ACVR1B
INHBA_ACVR2A	ACTIVIN	Secreted Signaling	INHBA - ACVR2A	INHBA	ACVR2A
INHBA_ACVR2B	ACTIVIN	Secreted Signaling	INHBA - ACVR2B	INHBA	ACVR2B
WNT16_FZD1	WNT	Secreted Signaling	WNT16 - FZD1	WNT16	FZD1
WNT16_LRP5	WNT	Secreted Signaling	WNT16 - LRP5	WNT16	LRP5
WNT16_FZD10	WNT	Secreted Signaling	WNT16 - FZD10	WNT16	FZD10
WNT16_FZD2	WNT	Secreted Signaling	WNT16 - FZD2	WNT16	FZD2
WNT16_FZD3	WNT	Secreted Signaling	WNT16 - FZD3	WNT16	FZD3
WNT16_FZD4	WNT	Secreted Signaling	WNT16 - FZD4	WNT16	FZD4
WNT16_FZD5	WNT	Secreted Signaling	WNT16 - FZD5	WNT16	FZD5
WNT16_FZD6	WNT	Secreted Signaling	WNT16 - FZD6	WNT16	FZD6
WNT16_FZD7	WNT	Secreted Signaling	WNT16 - FZD7	WNT16	FZD7
WNT16_FZD8	WNT	Secreted Signaling	WNT16 - FZD8	WNT16	FZD8
WNT2B_FZD1	WNT	Secreted Signaling	WNT2B - FZD1	WNT2B	FZD1
WNT2B_LRP5	WNT	Secreted Signaling	WNT2B - LRP5	WNT2B	LRP5
WNT2B_FZD10	WNT	Secreted Signaling	WNT2B - FZD10	WNT2B	FZD10
WNT2B_FZD2	WNT	Secreted Signaling	WNT2B - FZD2	WNT2B	FZD2
WNT2B_FZD3	WNT	Secreted Signaling	WNT2B - FZD3	WNT2B	FZD3
WNT2B_FZD4	WNT	Secreted Signaling	WNT2B - FZD4	WNT2B	FZD4
WNT2B_FZD5	WNT	Secreted Signaling	WNT2B - FZD5	WNT2B	FZD5
WNT2B_FZD6	WNT	Secreted Signaling	WNT2B - FZD6	WNT2B	FZD6
WNT2B_FZD7	WNT	Secreted Signaling	WNT2B - FZD7	WNT2B	FZD7
WNT2B_FZD8	WNT	Secreted Signaling	WNT2B - FZD8	WNT2B	FZD8
WNT6_FZD1	WNT	Secreted Signaling	WNT6 - FZD1	WNT6	FZD1
WNT6_LRP5	WNT	Secreted Signaling	WNT6 - LRP5	WNT6	LRP5
WNT6_FZD10	WNT	Secreted Signaling	WNT6 - FZD10	WNT6	FZD10
WNT6_FZD2	WNT	Secreted Signaling	WNT6 - FZD2	WNT6	FZD2
WNT6_FZD3	WNT	Secreted Signaling	WNT6 - FZD3	WNT6	FZD3
WNT6_FZD4	WNT	Secreted Signaling	WNT6 - FZD4	WNT6	FZD4
WNT6_FZD5	WNT	Secreted Signaling	WNT6 - FZD5	WNT6	FZD5
WNT6_FZD6	WNT	Secreted Signaling	WNT6 - FZD6	WNT6	FZD6
WNT6_FZD7	WNT	Secreted Signaling	WNT6 - FZD7	WNT6	FZD7
WNT6_FZD8	WNT	Secreted Signaling	WNT6 - FZD8	WNT6	FZD8
WNT16_LRP6	WNT	Secreted Signaling	WNT16 - LRP6	WNT16	LRP6
WNT2B_LRP6	WNT	Secreted Signaling	WNT2B - LRP6	WNT2B	LRP6
WNT6_LRP6	WNT	Secreted Signaling	WNT6 - LRP6	WNT6	LRP6
AREG_ERBB2	EGF	Secreted Signaling	AREG - ERBB2	AREG	ERBB2
BTC_ERBB2	EGF	Secreted Signaling	BTC - ERBB2	BTC	ERBB2
HBEGF_ERBB2	EGF	Secreted Signaling	HBEGF - ERBB2	HBEGF	ERBB2
EREG_ERBB2	EGF	Secreted Signaling	EREG - ERBB2	EREG	ERBB2
NRG1_ERBB2	NRG	Secreted Signaling	NRG1 - ERBB2	NRG1	ERBB2
NRG2_ERBB2	NRG	Secreted Signaling	NRG2 - ERBB2	NRG2	ERBB2
NRG1_ITGAV	NRG	Secreted Signaling	NRG1 - ITGAV	NRG1	ITGAV
IGF1_ITGAV	IGF	Secreted Signaling	IGF1 - ITGAV	IGF1	ITGAV
IGF1_ITGA6	IGF	Secreted Signaling	IGF1 - ITGA6	IGF1	ITGA6
IGF1_ITGB4	IGF	Secreted Signaling	IGF1 - ITGB4	IGF1	ITGB4
MIF_CD74	MIF	Secreted Signaling	MIF - CD74	MIF	CD74
MIF_CXCR4	MIF	Secreted Signaling	MIF - CXCR4	MIF	CXCR4
MIF_CD44	MIF	Secreted Signaling	MIF - CD44	MIF	CD44
IL7_IL2RG	IL2	Secreted Signaling	IL7 - IL2RG	IL7	IL2RG
IL6_IL6R	IL6	Secreted Signaling	IL6 - IL6R	IL6	IL6R
IL6_IL6ST	IL6	Secreted Signaling	IL6 - IL6ST	IL6	IL6ST
CLCF1_CNTFR	LIFR	Secreted Signaling	CLCF1 - CNTFR	CLCF1	CNTFR
CLCF1_LIFR	LIFR	Secreted Signaling	CLCF1 - LIFR	CLCF1	LIFR
CTF1_LIFR	LIFR	Secreted Signaling	CTF1 - LIFR	CTF1	LIFR
CTF1_IL6ST	LIFR	Secreted Signaling	CTF1 - IL6ST	CTF1	IL6ST
IL1B_IL1R1	IL1	Secreted Signaling	IL1B - IL1R1	IL1B	IL1R1
IL1B_IL1RAP	IL1	Secreted Signaling	IL1B - IL1RAP	IL1B	IL1RAP
IL33_IL1RAP	IL1	Secreted Signaling	IL33 - IL1RAP	IL33	IL1RAP
SPP1_ITGAV	SPP1	Secreted Signaling	SPP1 - ITGAV	SPP1	ITGAV
SPP1_ITGB1	SPP1	Secreted Signaling	SPP1 - ITGB1	SPP1	ITGB1
SPP1_ITGB5	SPP1	Secreted Signaling	SPP1 - ITGB5	SPP1	ITGB5
SPP1_ITGA4	SPP1	Secreted Signaling	SPP1 - ITGA4	SPP1	ITGA4
SPP1_ITGA9	SPP1	Secreted Signaling	SPP1 - ITGA9	SPP1	ITGA9
SPP1_ITGA8	SPP1	Secreted Signaling	SPP1 - ITGA8	SPP1	ITGA8
SPP1_ITGA5	SPP1	Secreted Signaling	SPP1 - ITGA5	SPP1	ITGA5
NAMPT_ITGA5	VISFATIN	Secreted Signaling	NAMPT - ITGA5	NAMPT	ITGA5
NAMPT_ITGB1	VISFATIN	Secreted Signaling	NAMPT - ITGB1	NAMPT	ITGB1
ANGPTL1_ITGA1	ANGPTL	Secreted Signaling	ANGPTL1 - ITGA1	ANGPTL1	ITGA1
ANGPTL1_ITGB1	ANGPTL	Secreted Signaling	ANGPTL1 - ITGB1	ANGPTL1	ITGB1
ANGPTL2_ITGA5	ANGPTL	Secreted Signaling	ANGPTL2 - ITGA5	ANGPTL2	ITGA5
ANGPTL2_ITGB1	ANGPTL	Secreted Signaling	ANGPTL2 - ITGB1	ANGPTL2	ITGB1
ANGPTL4_ITGA5	ANGPTL	Secreted Signaling	ANGPTL4 - ITGA5	ANGPTL4	ITGA5
ANGPTL4_ITGB1	ANGPTL	Secreted Signaling	ANGPTL4 - ITGB1	ANGPTL4	ITGB1
ANGPTL4_ITGAV	ANGPTL	Secreted Signaling	ANGPTL4 - ITGAV	ANGPTL4	ITGAV
ANGPT2_ITGA5	ANGPT	Secreted Signaling	ANGPT2 - ITGA5	ANGPT2	ITGA5
ANGPT2_ITGB1	ANGPT	Secreted Signaling	ANGPT2 - ITGB1	ANGPT2	ITGB1
MDK_ITGA4	MK	Secreted Signaling	MDK - ITGA4	MDK	ITGA4
MDK_ITGB1	MK	Secreted Signaling	MDK - ITGB1	MDK	ITGB1
MDK_ITGA6	MK	Secreted Signaling	MDK - ITGA6	MDK	ITGA6
PTN_ITGAV	PTN	Secreted Signaling	PTN - ITGAV	PTN	ITGAV
POSTN_ITGAV	PERIOSTIN	Secreted Signaling	POSTN - ITGAV	POSTN	ITGAV
POSTN_ITGB5	PERIOSTIN	Secreted Signaling	POSTN - ITGB5	POSTN	ITGB5
SEMA3A_NRP1	SEMA3	Secreted Signaling	SEMA3A - NRP1	SEMA3A	NRP1
SEMA3A_PLXNA1	SEMA3	Secreted Signaling	SEMA3A - PLXNA1	SEMA3A	PLXNA1
SEMA3A_PLXNA2	SEMA3	Secreted Signaling	SEMA3A - PLXNA2	SEMA3A	PLXNA2
SEMA3A_PLXNA3	SEMA3	Secreted Signaling	SEMA3A - PLXNA3	SEMA3A	PLXNA3
SEMA3A_PLXNA4	SEMA3	Secreted Signaling	SEMA3A - PLXNA4	SEMA3A	PLXNA4
SEMA3B_NRP1	SEMA3	Secreted Signaling	SEMA3B - NRP1	SEMA3B	NRP1
SEMA3B_PLXNA1	SEMA3	Secreted Signaling	SEMA3B - PLXNA1	SEMA3B	PLXNA1
SEMA3B_PLXNA2	SEMA3	Secreted Signaling	SEMA3B - PLXNA2	SEMA3B	PLXNA2
SEMA3B_PLXNA3	SEMA3	Secreted Signaling	SEMA3B - PLXNA3	SEMA3B	PLXNA3
SEMA3B_PLXNA4	SEMA3	Secreted Signaling	SEMA3B - PLXNA4	SEMA3B	PLXNA4
SEMA3C_NRP1	SEMA3	Secreted Signaling	SEMA3C - NRP1	SEMA3C	NRP1
SEMA3C_PLXNA1	SEMA3	Secreted Signaling	SEMA3C - PLXNA1	SEMA3C	PLXNA1
SEMA3C_PLXNA2	SEMA3	Secreted Signaling	SEMA3C - PLXNA2	SEMA3C	PLXNA2
SEMA3C_PLXNA3	SEMA3	Secreted Signaling	SEMA3C - PLXNA3	SEMA3C	PLXNA3
SEMA3C_PLXNA4	SEMA3	Secreted Signaling	SEMA3C - PLXNA4	SEMA3C	PLXNA4
SEMA3D_NRP1	SEMA3	Secreted Signaling	SEMA3D - NRP1	SEMA3D	NRP1
SEMA3D_PLXNA1	SEMA3	Secreted Signaling	SEMA3D - PLXNA1	SEMA3D	PLXNA1
SEMA3D_PLXNA2	SEMA3	Secreted Signaling	SEMA3D - PLXNA2	SEMA3D	PLXNA2
SEMA3D_PLXNA3	SEMA3	Secreted Signaling	SEMA3D - PLXNA3	SEMA3D	PLXNA3
SEMA3D_PLXNA4	SEMA3	Secreted Signaling	SEMA3D - PLXNA4	SEMA3D	PLXNA4
SEMA3B_NRP2	SEMA3	Secreted Signaling	SEMA3B - NRP2	SEMA3B	NRP2
SEMA3C_NRP2	SEMA3	Secreted Signaling	SEMA3C - NRP2	SEMA3C	NRP2
SEMA3D_NRP2	SEMA3	Secreted Signaling	SEMA3D - NRP2	SEMA3D	NRP2
SEMA3F_NRP2	SEMA3	Secreted Signaling	SEMA3F - NRP2	SEMA3F	NRP2
SEMA3F_PLXNA1	SEMA3	Secreted Signaling	SEMA3F - PLXNA1	SEMA3F	PLXNA1
SEMA3F_PLXNA2	SEMA3	Secreted Signaling	SEMA3F - PLXNA2	SEMA3F	PLXNA2
SEMA3F_PLXNA3	SEMA3	Secreted Signaling	SEMA3F - PLXNA3	SEMA3F	PLXNA3
SEMA3F_PLXNA4	SEMA3	Secreted Signaling	SEMA3F - PLXNA4	SEMA3F	PLXNA4
SEMA3G_NRP2	SEMA3	Secreted Signaling	SEMA3G - NRP2	SEMA3G	NRP2
SEMA3G_PLXNA1	SEMA3	Secreted Signaling	SEMA3G - PLXNA1	SEMA3G	PLXNA1
SEMA3G_PLXNA2	SEMA3	Secreted Signaling	SEMA3G - PLXNA2	SEMA3G	PLXNA2
SEMA3G_PLXNA3	SEMA3	Secreted Signaling	SEMA3G - PLXNA3	SEMA3G	PLXNA3
SEMA3G_PLXNA4	SEMA3	Secreted Signaling	SEMA3G - PLXNA4	SEMA3G	PLXNA4
COL1A1_ITGA1	COLLAGEN	ECM-Receptor	COL1A1 - ITGA1	COL1A1	ITGA1
COL1A1_ITGB1	COLLAGEN	ECM-Receptor	COL1A1 - ITGB1	COL1A1	ITGB1
COL1A2_ITGA1	COLLAGEN	ECM-Receptor	COL1A2 - ITGA1	COL1A2	ITGA1
COL1A2_ITGB1	COLLAGEN	ECM-Receptor	COL1A2 - ITGB1	COL1A2	ITGB1
COL2A1_ITGA1	COLLAGEN	ECM-Receptor	COL2A1 - ITGA1	COL2A1	ITGA1
COL2A1_ITGB1	COLLAGEN	ECM-Receptor	COL2A1 - ITGB1	COL2A1	ITGB1
COL4A1_ITGA1	COLLAGEN	ECM-Receptor	COL4A1 - ITGA1	COL4A1	ITGA1
COL4A1_ITGB1	COLLAGEN	ECM-Receptor	COL4A1 - ITGB1	COL4A1	ITGB1
COL4A2_ITGA1	COLLAGEN	ECM-Receptor	COL4A2 - ITGA1	COL4A2	ITGA1
COL4A2_ITGB1	COLLAGEN	ECM-Receptor	COL4A2 - ITGB1	COL4A2	ITGB1
COL4A5_ITGA1	COLLAGEN	ECM-Receptor	COL4A5 - ITGA1	COL4A5	ITGA1
COL4A5_ITGB1	COLLAGEN	ECM-Receptor	COL4A5 - ITGB1	COL4A5	ITGB1
COL4A6_ITGA1	COLLAGEN	ECM-Receptor	COL4A6 - ITGA1	COL4A6	ITGA1
COL4A6_ITGB1	COLLAGEN	ECM-Receptor	COL4A6 - ITGB1	COL4A6	ITGB1
COL6A1_ITGA1	COLLAGEN	ECM-Receptor	COL6A1 - ITGA1	COL6A1	ITGA1
COL6A1_ITGB1	COLLAGEN	ECM-Receptor	COL6A1 - ITGB1	COL6A1	ITGB1
COL6A2_ITGA1	COLLAGEN	ECM-Receptor	COL6A2 - ITGA1	COL6A2	ITGA1
COL6A2_ITGB1	COLLAGEN	ECM-Receptor	COL6A2 - ITGB1	COL6A2	ITGB1
COL6A3_ITGA1	COLLAGEN	ECM-Receptor	COL6A3 - ITGA1	COL6A3	ITGA1
COL6A3_ITGB1	COLLAGEN	ECM-Receptor	COL6A3 - ITGB1	COL6A3	ITGB1
COL9A1_ITGA1	COLLAGEN	ECM-Receptor	COL9A1 - ITGA1	COL9A1	ITGA1
COL9A1_ITGB1	COLLAGEN	ECM-Receptor	COL9A1 - ITGB1	COL9A1	ITGB1
COL9A2_ITGA1	COLLAGEN	ECM-Receptor	COL9A2 - ITGA1	COL9A2	ITGA1
COL9A2_ITGB1	COLLAGEN	ECM-Receptor	COL9A2 - ITGB1	COL9A2	ITGB1
COL9A3_ITGA1	COLLAGEN	ECM-Receptor	COL9A3 - ITGA1	COL9A3	ITGA1
COL9A3_ITGB1	COLLAGEN	ECM-Receptor	COL9A3 - ITGB1	COL9A3	ITGB1
COL1A1_ITGA2	COLLAGEN	ECM-Receptor	COL1A1 - ITGA2	COL1A1	ITGA2
COL1A2_ITGA2	COLLAGEN	ECM-Receptor	COL1A2 - ITGA2	COL1A2	ITGA2
COL2A1_ITGA2	COLLAGEN	ECM-Receptor	COL2A1 - ITGA2	COL2A1	ITGA2
COL4A1_ITGA2	COLLAGEN	ECM-Receptor	COL4A1 - ITGA2	COL4A1	ITGA2
COL4A2_ITGA2	COLLAGEN	ECM-Receptor	COL4A2 - ITGA2	COL4A2	ITGA2
COL4A5_ITGA2	COLLAGEN	ECM-Receptor	COL4A5 - ITGA2	COL4A5	ITGA2
COL4A6_ITGA2	COLLAGEN	ECM-Receptor	COL4A6 - ITGA2	COL4A6	ITGA2
COL6A1_ITGA2	COLLAGEN	ECM-Receptor	COL6A1 - ITGA2	COL6A1	ITGA2
COL6A2_ITGA2	COLLAGEN	ECM-Receptor	COL6A2 - ITGA2	COL6A2	ITGA2
COL6A3_ITGA2	COLLAGEN	ECM-Receptor	COL6A3 - ITGA2	COL6A3	ITGA2
COL9A1_ITGA2	COLLAGEN	ECM-Receptor	COL9A1 - ITGA2	COL9A1	ITGA2
COL9A2_ITGA2	COLLAGEN	ECM-Receptor	COL9A2 - ITGA2	COL9A2	ITGA2
COL9A3_ITGA2	COLLAGEN	ECM-Receptor	COL9A3 - ITGA2	COL9A3	ITGA2
FN1_ITGA3	FN1	ECM-Receptor	FN1 - ITGA3	FN1	ITGA3
FN1_ITGB1	FN1	ECM-Receptor	FN1 - ITGB1	FN1	ITGB1
FN1_ITGA4	FN1	ECM-Receptor	FN1 - ITGA4	FN1	ITGA4
FN1_ITGA5	FN1	ECM-Receptor	FN1 - ITGA5	FN1	ITGA5
FN1_ITGA8	FN1	ECM-Receptor	FN1 - ITGA8	FN1	ITGA8
LAMA1_ITGA1	LAMININ	ECM-Receptor	LAMA1 - ITGA1	LAMA1	ITGA1
LAMA1_ITGB1	LAMININ	ECM-Receptor	LAMA1 - ITGB1	LAMA1	ITGB1
LAMA2_ITGA1	LAMININ	ECM-Receptor	LAMA2 - ITGA1	LAMA2	ITGA1
LAMA2_ITGB1	LAMININ	ECM-Receptor	LAMA2 - ITGB1	LAMA2	ITGB1
LAMA3_ITGA1	LAMININ	ECM-Receptor	LAMA3 - ITGA1	LAMA3	ITGA1
LAMA3_ITGB1	LAMININ	ECM-Receptor	LAMA3 - ITGB1	LAMA3	ITGB1
LAMA4_ITGA1	LAMININ	ECM-Receptor	LAMA4 - ITGA1	LAMA4	ITGA1
LAMA4_ITGB1	LAMININ	ECM-Receptor	LAMA4 - ITGB1	LAMA4	ITGB1
LAMA5_ITGA1	LAMININ	ECM-Receptor	LAMA5 - ITGA1	LAMA5	ITGA1
LAMA5_ITGB1	LAMININ	ECM-Receptor	LAMA5 - ITGB1	LAMA5	ITGB1
LAMB1_ITGA1	LAMININ	ECM-Receptor	LAMB1 - ITGA1	LAMB1	ITGA1
LAMB1_ITGB1	LAMININ	ECM-Receptor	LAMB1 - ITGB1	LAMB1	ITGB1
LAMB2_ITGA1	LAMININ	ECM-Receptor	LAMB2 - ITGA1	LAMB2	ITGA1
LAMB2_ITGB1	LAMININ	ECM-Receptor	LAMB2 - ITGB1	LAMB2	ITGB1
LAMB3_ITGA1	LAMININ	ECM-Receptor	LAMB3 - ITGA1	LAMB3	ITGA1
LAMB3_ITGB1	LAMININ	ECM-Receptor	LAMB3 - ITGB1	LAMB3	ITGB1
LAMC1_ITGA1	LAMININ	ECM-Receptor	LAMC1 - ITGA1	LAMC1	ITGA1
LAMC1_ITGB1	LAMININ	ECM-Receptor	LAMC1 - ITGB1	LAMC1	ITGB1
LAMC3_ITGA1	LAMININ	ECM-Receptor	LAMC3 - ITGA1	LAMC3	ITGA1
LAMC3_ITGB1	LAMININ	ECM-Receptor	LAMC3 - ITGB1	LAMC3	ITGB1
LAMA1_ITGA2	LAMININ	ECM-Receptor	LAMA1 - ITGA2	LAMA1	ITGA2
LAMA2_ITGA2	LAMININ	ECM-Receptor	LAMA2 - ITGA2	LAMA2	ITGA2
LAMA3_ITGA2	LAMININ	ECM-Receptor	LAMA3 - ITGA2	LAMA3	ITGA2
LAMA4_ITGA2	LAMININ	ECM-Receptor	LAMA4 - ITGA2	LAMA4	ITGA2
LAMA5_ITGA2	LAMININ	ECM-Receptor	LAMA5 - ITGA2	LAMA5	ITGA2
LAMB1_ITGA2	LAMININ	ECM-Receptor	LAMB1 - ITGA2	LAMB1	ITGA2
LAMB2_ITGA2	LAMININ	ECM-Receptor	LAMB2 - ITGA2	LAMB2	ITGA2
LAMB3_ITGA2	LAMININ	ECM-Receptor	LAMB3 - ITGA2	LAMB3	ITGA2
LAMC1_ITGA2	LAMININ	ECM-Receptor	LAMC1 - ITGA2	LAMC1	ITGA2
LAMC3_ITGA2	LAMININ	ECM-Receptor	LAMC3 - ITGA2	LAMC3	ITGA2
LAMA1_ITGA3	LAMININ	ECM-Receptor	LAMA1 - ITGA3	LAMA1	ITGA3
LAMA2_ITGA3	LAMININ	ECM-Receptor	LAMA2 - ITGA3	LAMA2	ITGA3
LAMA3_ITGA3	LAMININ	ECM-Receptor	LAMA3 - ITGA3	LAMA3	ITGA3
LAMA4_ITGA3	LAMININ	ECM-Receptor	LAMA4 - ITGA3	LAMA4	ITGA3
LAMA5_ITGA3	LAMININ	ECM-Receptor	LAMA5 - ITGA3	LAMA5	ITGA3
LAMB1_ITGA3	LAMININ	ECM-Receptor	LAMB1 - ITGA3	LAMB1	ITGA3
LAMB2_ITGA3	LAMININ	ECM-Receptor	LAMB2 - ITGA3	LAMB2	ITGA3
LAMB3_ITGA3	LAMININ	ECM-Receptor	LAMB3 - ITGA3	LAMB3	ITGA3
LAMC1_ITGA3	LAMININ	ECM-Receptor	LAMC1 - ITGA3	LAMC1	ITGA3
LAMC3_ITGA3	LAMININ	ECM-Receptor	LAMC3 - ITGA3	LAMC3	ITGA3
RELN_ITGA3	RELN	ECM-Receptor	RELN - ITGA3	RELN	ITGA3
RELN_ITGB1	RELN	ECM-Receptor	RELN - ITGB1	RELN	ITGB1
THBS1_ITGA3	THBS	ECM-Receptor	THBS1 - ITGA3	THBS1	ITGA3
THBS1_ITGB1	THBS	ECM-Receptor	THBS1 - ITGB1	THBS1	ITGB1
THBS2_ITGA3	THBS	ECM-Receptor	THBS2 - ITGA3	THBS2	ITGA3
THBS2_ITGB1	THBS	ECM-Receptor	THBS2 - ITGB1	THBS2	ITGB1
THBS3_ITGA3	THBS	ECM-Receptor	THBS3 - ITGA3	THBS3	ITGA3
THBS3_ITGB1	THBS	ECM-Receptor	THBS3 - ITGB1	THBS3	ITGB1
THBS4_ITGA3	THBS	ECM-Receptor	THBS4 - ITGA3	THBS4	ITGA3
THBS4_ITGB1	THBS	ECM-Receptor	THBS4 - ITGB1	THBS4	ITGB1
COL1A1_ITGA3	COLLAGEN	ECM-Receptor	COL1A1 - ITGA3	COL1A1	ITGA3
COL1A2_ITGA3	COLLAGEN	ECM-Receptor	COL1A2 - ITGA3	COL1A2	ITGA3
COL2A1_ITGA3	COLLAGEN	ECM-Receptor	COL2A1 - ITGA3	COL2A1	ITGA3
COL4A1_ITGA3	COLLAGEN	ECM-Receptor	COL4A1 - ITGA3	COL4A1	ITGA3
COL4A2_ITGA3	COLLAGEN	ECM-Receptor	COL4A2 - ITGA3	COL4A2	ITGA3
COL4A5_ITGA3	COLLAGEN	ECM-Receptor	COL4A5 - ITGA3	COL4A5	ITGA3
COL4A6_ITGA3	COLLAGEN	ECM-Receptor	COL4A6 - ITGA3	COL4A6	ITGA3
COL6A1_ITGA3	COLLAGEN	ECM-Receptor	COL6A1 - ITGA3	COL6A1	ITGA3
COL6A2_ITGA3	COLLAGEN	ECM-Receptor	COL6A2 - ITGA3	COL6A2	ITGA3
COL6A3_ITGA3	COLLAGEN	ECM-Receptor	COL6A3 - ITGA3	COL6A3	ITGA3
COL9A1_ITGA3	COLLAGEN	ECM-Receptor	COL9A1 - ITGA3	COL9A1	ITGA3
COL9A2_ITGA3	COLLAGEN	ECM-Receptor	COL9A2 - ITGA3	COL9A2	ITGA3
COL9A3_ITGA3	COLLAGEN	ECM-Receptor	COL9A3 - ITGA3	COL9A3	ITGA3
LAMA1_ITGA6	LAMININ	ECM-Receptor	LAMA1 - ITGA6	LAMA1	ITGA6
LAMA2_ITGA6	LAMININ	ECM-Receptor	LAMA2 - ITGA6	LAMA2	ITGA6
LAMA3_ITGA6	LAMININ	ECM-Receptor	LAMA3 - ITGA6	LAMA3	ITGA6
LAMA4_ITGA6	LAMININ	ECM-Receptor	LAMA4 - ITGA6	LAMA4	ITGA6
LAMA5_ITGA6	LAMININ	ECM-Receptor	LAMA5 - ITGA6	LAMA5	ITGA6
LAMB1_ITGA6	LAMININ	ECM-Receptor	LAMB1 - ITGA6	LAMB1	ITGA6
LAMB2_ITGA6	LAMININ	ECM-Receptor	LAMB2 - ITGA6	LAMB2	ITGA6
LAMB3_ITGA6	LAMININ	ECM-Receptor	LAMB3 - ITGA6	LAMB3	ITGA6
LAMC1_ITGA6	LAMININ	ECM-Receptor	LAMC1 - ITGA6	LAMC1	ITGA6
LAMC3_ITGA6	LAMININ	ECM-Receptor	LAMC3 - ITGA6	LAMC3	ITGA6
LAMA1_ITGA7	LAMININ	ECM-Receptor	LAMA1 - ITGA7	LAMA1	ITGA7
LAMA2_ITGA7	LAMININ	ECM-Receptor	LAMA2 - ITGA7	LAMA2	ITGA7
LAMA3_ITGA7	LAMININ	ECM-Receptor	LAMA3 - ITGA7	LAMA3	ITGA7
LAMA4_ITGA7	LAMININ	ECM-Receptor	LAMA4 - ITGA7	LAMA4	ITGA7
LAMA5_ITGA7	LAMININ	ECM-Receptor	LAMA5 - ITGA7	LAMA5	ITGA7
LAMB1_ITGA7	LAMININ	ECM-Receptor	LAMB1 - ITGA7	LAMB1	ITGA7
